record_id,reporting_date,programme_name,sector,state,lga,community,predicted_risk,high_risk_model_score,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,recommended_investigation,decision_use
ES-001244,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 3,Medium,2.6578553378847447e-05,Low activity completion,Reporting delay,Low achievement,Limited supply delay,Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review progress against targets and identify implementation bottlenecks.,Recommended for human review; the model does not make operational decisions.
ES-006684,2026-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,Medium,9.420982599826887e-06,Low activity completion,Reporting delay,Low achievement,Lower complaints,Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review progress against targets and identify implementation bottlenecks.,Recommended for human review; the model does not make operational decisions.
ES-006972,2026-04-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 2,Medium,1.7011374028171533e-05,Low achievement,Low activity completion,Supply delay,Timely reporting,"Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-005404,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 1,Low,2.9408106214448936e-10,Low activity completion,Low staff availability,Supply delay,Timely reporting,"Review delayed or incomplete activities and implementation constraints. | Review staffing coverage, absences and field deployment capacity. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-005436,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 2,Low,1.8038731465597208e-21,Low activity completion,Previous-month achievement pattern,Low staff availability,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Review recent performance trends for persistent underachievement. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-002140,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 1,Medium,3.3058305575023142e-06,Access constraints,Low staff availability,Low activity completion,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review delayed or incomplete activities and implementation constraints.",Recommended for human review; the model does not make operational decisions.
ES-002556,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,Low,5.877010877078468e-34,Access constraints,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-006396,2026-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 2,Low,7.87764606549452e-22,Supply delay,Previous-month achievement pattern,,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-004508,2026-04-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 3,Medium,0.0059035968760938,Low achievement,Low staff availability,Reporting delay,Lower access constraints,"Review progress against targets and identify implementation bottlenecks. | Review staffing coverage, absences and field deployment capacity. | Validate reporting timeliness and follow up on delayed field submissions.",Recommended for human review; the model does not make operational decisions.
ES-000028,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 1,Medium,0.038132369250391,Low activity completion,Reporting delay,Access constraints,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-002172,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 2,Medium,0.3577819198705583,Low achievement,Low activity completion,Access constraints,Timely reporting,"Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-004540,2026-04-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 4,Medium,0.0002727393344412,Low achievement,Elevated complaints,Low activity completion,Limited supply delay,Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review delayed or incomplete activities and implementation constraints.,Recommended for human review; the model does not make operational decisions.
ES-006876,2026-04-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 5,Medium,5.023280186211564e-06,Reporting delay,Supply delay,Budget utilisation pattern,Strong achievement,"Validate reporting timeliness and follow up on delayed field submissions. | Review procurement, logistics and supply-chain bottlenecks. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-002108,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 6,Low,1.9371612187876092e-29,Supply delay,Access constraints,Previous-month achievement pattern,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-003964,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 4,Medium,2.766677690951524e-06,Reporting delay,Low staff availability,Low achievement,Lower complaints,"Validate reporting timeliness and follow up on delayed field submissions. | Review staffing coverage, absences and field deployment capacity. | Review progress against targets and identify implementation bottlenecks.",Recommended for human review; the model does not make operational decisions.
